,word,pos,dep,indicator,data_id,word_position
21118,change,VERB,ccomp,1.0,CVE20190389,32.0
21119,privileges,NOUN,dobj,1.0,CVE20190389,33.0
21120,for,ADP,prep,1.0,CVE20190389,34.0
21121,all,DET,nummod,1.0,CVE20190389,35.0
21122,or,CCONJ,cc,1.0,CVE20190389,36.0
21123,some,DET,conj,1.0,CVE20190389,37.0
21124,functions,NOUN,pobj,1.0,CVE20190389,38.0
21125,in,ADP,prep,1.0,CVE20190389,39.0
21126,Java,PROPN,compound,1.0,CVE20190389,40.0
21127,Server,PROPN,pobj,1.0,CVE20190389,41.0
21128,",",PUNCT,punct,1.0,CVE20190389,42.0
21129,and,CCONJ,cc,1.0,CVE20190389,43.0
21130,enable,VERB,conj,1.0,CVE20190389,44.0
21131,users,NOUN,dobj,1.0,CVE20190389,45.0
21132,to,PART,aux,1.0,CVE20190389,46.0
21133,execute,VERB,xcomp,1.0,CVE20190389,47.0
21134,functions,NOUN,dobj,1.0,CVE20190389,48.0
21135,",",PUNCT,punct,1.0,CVE20190389,49.0
21136,they,PRON,nsubjpass,1.0,CVE20190389,50.0
21137,are,AUX,auxpass,1.0,CVE20190389,51.0
21138,not,PART,neg,1.0,CVE20190389,52.0
21139,allowed,VERB,ROOT,1.0,CVE20190389,53.0
21140,to,PART,aux,1.0,CVE20190389,54.0
21141,execute,VERB,xcomp,1.0,CVE20190389,55.0
21142,otherwise,ADV,advmod,1.0,CVE20190389,56.0
21143,.,PUNCT,punct,1.0,CVE20190389,57.0
21144,"
",SPACE,,1.0,CVE20190389,58.0
21145,Under,ADP,prep,1.0,CVE20190390,0.0
21146,certain,ADJ,amod,1.0,CVE20190390,1.0
21147,conditions,NOUN,pobj,1.0,CVE20190390,2.0
21148,SAP,PROPN,compound,1.0,CVE20190390,3.0
21149,Data,PROPN,compound,1.0,CVE20190390,4.0
21150,Hub,PROPN,nsubj,1.0,CVE20190390,5.0
21151,(,PUNCT,punct,1.0,CVE20190390,6.0
21152,corrected,VERB,ROOT,1.0,CVE20190390,7.0
21153,in,ADP,prep,1.0,CVE20190390,8.0
21154,DH_Foundation,PROPN,punct,1.0,CVE20190390,9.0
21155,version,NOUN,pobj,1.0,CVE20190390,10.0
21156,2,NUM,nummod,1.0,CVE20190390,11.0
21157,),PUNCT,punct,1.0,CVE20190390,12.0
21158,allows,VERB,conj,1.0,CVE20190390,13.0
21159,an,DET,det,1.0,CVE20190390,14.0
21160,attacker,NOUN,nsubj,1.0,CVE20190390,15.0
21161,to,PART,aux,1.0,CVE20190390,16.0
21162,access,VERB,ccomp,1.0,CVE20190390,17.0
21163,information,NOUN,dobj,1.0,CVE20190390,18.0
21164,which,DET,nsubjpass,1.0,CVE20190390,19.0
21165,would,VERB,aux,1.0,CVE20190390,20.0
21166,otherwise,ADV,advmod,1.0,CVE20190390,21.0
21167,be,AUX,auxpass,1.0,CVE20190390,22.0
21168,restricted,VERB,relcl,1.0,CVE20190390,23.0
21169,"
",SPACE,,1.0,CVE20190390,24.0
21170,Connection,NOUN,compound,1.0,CVE20190390,0.0
21171,details,NOUN,nsubj,1.0,CVE20190390,1.0
21172,that,DET,nsubjpass,1.0,CVE20190390,2.0
21173,are,AUX,auxpass,1.0,CVE20190390,3.0
21174,maintained,VERB,relcl,1.0,CVE20190390,4.0
21175,in,ADP,prep,1.0,CVE20190390,5.0
21176,Connection,PROPN,compound,1.0,CVE20190390,6.0
21177,Manager,PROPN,pobj,1.0,CVE20190390,7.0
21178,are,AUX,ROOT,1.0,CVE20190390,8.0
21179,visible,ADJ,acomp,1.0,CVE20190390,9.0
21180,to,ADP,prep,1.0,CVE20190390,10.0
21181,users,NOUN,pobj,1.0,CVE20190390,11.0
21182,.,PUNCT,punct,1.0,CVE20190390,12.0
21183,"
",SPACE,,1.0,CVE20190390,13.0
21184,Under,ADP,prep,1.0,CVE20190391,0.0
21185,certain,ADJ,amod,1.0,CVE20190391,1.0
21186,conditions,NOUN,pobj,1.0,CVE20190391,2.0
21187,SAP,PROPN,compound,1.0,CVE20190391,3.0
21188,NetWeaver,PROPN,nsubj,1.0,CVE20190391,4.0
21189,AS,ADP,compound,1.0,CVE20190391,5.0
21190,Java,PROPN,appos,1.0,CVE20190391,6.0
21191,(,PUNCT,punct,1.0,CVE20190391,7.0
21192,corrected,VERB,ROOT,1.0,CVE20190391,8.0
21193,in,ADP,prep,1.0,CVE20190391,9.0
21194,7.10,NUM,pobj,1.0,CVE20190391,10.0
21195,",",PUNCT,punct,1.0,CVE20190391,11.0
21196,7.20,NUM,appos,1.0,CVE20190391,12.0
21197,",",PUNCT,punct,1.0,CVE20190391,13.0
21198,7.30,NUM,appos,1.0,CVE20190391,14.0
21199,",",PUNCT,punct,1.0,CVE20190391,15.0
21200,7.31,NUM,appos,1.0,CVE20190391,16.0
21201,",",PUNCT,punct,1.0,CVE20190391,17.0
21202,7.40,NUM,appos,1.0,CVE20190391,18.0
21203,",",PUNCT,punct,1.0,CVE20190391,19.0
21204,7.50,NUM,appos,1.0,CVE20190391,20.0
21205,),PUNCT,punct,1.0,CVE20190391,21.0
21206,allows,VERB,conj,1.0,CVE20190391,22.0
21207,an,DET,det,1.0,CVE20190391,23.0
21208,attacker,NOUN,nsubj,1.0,CVE20190391,24.0
21209,to,PART,aux,1.0,CVE20190391,25.0
21210,access,VERB,ccomp,1.0,CVE20190391,26.0
21211,information,NOUN,dobj,1.0,CVE20190391,27.0
21212,which,DET,nsubjpass,1.0,CVE20190391,28.0
21213,would,VERB,aux,1.0,CVE20190391,29.0
21214,otherwise,ADV,advmod,1.0,CVE20190391,30.0
21215,be,AUX,auxpass,1.0,CVE20190391,31.0
21216,restricted,VERB,relcl,1.0,CVE20190391,32.0
21217,.,PUNCT,punct,1.0,CVE20190391,33.0
21218,"
",SPACE,,1.0,CVE20190391,34.0
21219,An,DET,det,1.0,CVE20190393,0.0
21220,SQL,PROPN,compound,1.0,CVE20190393,1.0
21221,Injection,NOUN,compound,1.0,CVE20190393,2.0
21222,vulnerability,NOUN,nsubj,1.0,CVE20190393,3.0
21223,in,ADP,prep,1.0,CVE20190393,4.0
21224,SAP,PROPN,compound,1.0,CVE20190393,5.0
21225,Quality,PROPN,compound,1.0,CVE20190393,6.0
21226,Management,PROPN,pobj,1.0,CVE20190393,7.0
21227,(,PUNCT,punct,1.0,CVE20190393,8.0
21228,corrected,VERB,ROOT,1.0,CVE20190393,9.0
21229,in,ADP,prep,1.0,CVE20190393,10.0
21230,S4CORE,PROPN,compound,1.0,CVE20190393,11.0
21231,versions,NOUN,pobj,1.0,CVE20190393,12.0
21232,1.0,NUM,nummod,1.0,CVE20190393,13.0
21233,",",PUNCT,punct,1.0,CVE20190393,14.0
21234,1.01,NUM,appos,1.0,CVE20190393,15.0
21235,",",PUNCT,punct,1.0,CVE20190393,16.0
21236,1.02,NUM,appos,1.0,CVE20190393,17.0
21237,",",PUNCT,punct,1.0,CVE20190393,18.0
21238,1.03,NUM,appos,1.0,CVE20190393,19.0
21239,),PUNCT,punct,1.0,CVE20190393,20.0
21240,allows,VERB,ROOT,1.0,CVE20190393,21.0
21241,an,DET,det,1.0,CVE20190393,22.0
21242,attacker,NOUN,nsubj,1.0,CVE20190393,23.0
21243,to,PART,aux,1.0,CVE20190393,24.0
21244,carry,VERB,ccomp,1.0,CVE20190393,25.0
21245,out,ADP,prt,1.0,CVE20190393,26.0
21246,targeted,VERB,amod,1.0,CVE20190393,27.0
21247,database,NOUN,compound,1.0,CVE20190393,28.0
21248,queries,NOUN,dobj,1.0,CVE20190393,29.0
21249,that,DET,nsubj,1.0,CVE20190393,30.0
21250,can,VERB,aux,1.0,CVE20190393,31.0
21251,read,VERB,relcl,1.0,CVE20190393,32.0
21252,individual,ADJ,amod,1.0,CVE20190393,33.0
21253,fields,NOUN,dobj,1.0,CVE20190393,34.0
21254,of,ADP,prep,1.0,CVE20190393,35.0
21255,historical,ADJ,amod,1.0,CVE20190393,36.0
21256,inspection,NOUN,compound,1.0,CVE20190393,37.0
21257,results,NOUN,pobj,1.0,CVE20190393,38.0
21258,.,PUNCT,punct,1.0,CVE20190393,39.0
21259,"
",SPACE,,1.0,CVE20190393,40.0
21260,SAP,PROPN,compound,1.0,CVE20190395,0.0
21261,BusinessObjects,PROPN,compound,1.0,CVE20190395,1.0
21262,Business,PROPN,compound,1.0,CVE20190395,2.0
21263,Intelligence,PROPN,compound,1.0,CVE20190395,3.0
21264,Platform,PROPN,nsubj,1.0,CVE20190395,4.0
21265,(,PUNCT,punct,1.0,CVE20190395,5.0
21266,Fiori,PROPN,compound,1.0,CVE20190395,6.0
21267,BI,PROPN,compound,1.0,CVE20190395,7.0
21268,Launchpad,PROPN,appos,1.0,CVE20190395,8.0
21269,),PUNCT,punct,1.0,CVE20190395,9.0
21270,",",PUNCT,punct,1.0,CVE20190395,10.0
21271,before,ADP,prep,1.0,CVE20190395,11.0
21272,version,NOUN,pobj,1.0,CVE20190395,12.0
21273,4.2,NUM,nummod,1.0,CVE20190395,13.0
21274,",",PUNCT,punct,1.0,CVE20190395,14.0
21275,allows,VERB,ROOT,1.0,CVE20190395,15.0
21276,execution,NOUN,dobj,1.0,CVE20190395,16.0
21277,of,ADP,prep,1.0,CVE20190395,17.0
21278,JavaScript,PROPN,pobj,1.0,CVE20190395,18.0
21279,in,ADP,prep,1.0,CVE20190395,19.0
21280,a,DET,det,1.0,CVE20190395,20.0
21281,text,NOUN,compound,1.0,CVE20190395,21.0
21282,module,NOUN,pobj,1.0,CVE20190395,22.0
21283,in,ADP,prep,1.0,CVE20190395,23.0
21284,Fiori,PROPN,compound,1.0,CVE20190395,24.0
21285,BI,PROPN,compound,1.0,CVE20190395,25.0
21286,Launchpad,PROPN,pobj,1.0,CVE20190395,26.0
21287,",",PUNCT,punct,1.0,CVE20190395,27.0
21288,leading,VERB,advcl,1.0,CVE20190395,28.0
21289,to,ADP,prep,1.0,CVE20190395,29.0
21290,Stored,PROPN,compound,1.0,CVE20190395,30.0
21291,Cross,PROPN,compound,1.0,CVE20190395,31.0
21292,Site,PROPN,compound,1.0,CVE20190395,32.0
21293,Scripting,NOUN,compound,1.0,CVE20190395,33.0
21294,vulnerability,NOUN,pobj,1.0,CVE20190395,34.0
21295,.,PUNCT,punct,1.0,CVE20190395,35.0
21296,"
",SPACE,,1.0,CVE20190395,36.0
21297,SAP,PROPN,compound,1.0,CVE20190396,0.0
21298,BusinessObjects,PROPN,compound,1.0,CVE20190396,1.0
21299,Business,PROPN,compound,1.0,CVE20190396,2.0
21300,Intelligence,PROPN,compound,1.0,CVE20190396,3.0
21301,Platform,PROPN,ROOT,1.0,CVE20190396,4.0
21302,(,PUNCT,punct,1.0,CVE20190396,5.0
21303,Web,PROPN,compound,1.0,CVE20190396,6.0
21304,Intelligence,PROPN,compound,1.0,CVE20190396,7.0
21305,HTML,PROPN,compound,1.0,CVE20190396,8.0
21306,interface,NOUN,nsubj,1.0,CVE20190396,9.0
21307,),PUNCT,punct,1.0,CVE20190396,10.0
21308,",",PUNCT,punct,1.0,CVE20190396,11.0
21309,corrected,VERB,ROOT,1.0,CVE20190396,12.0
21310,in,ADP,prep,1.0,CVE20190396,13.0
21311,versions,NOUN,pobj,1.0,CVE20190396,14.0
21312,4.1,NUM,nummod,1.0,CVE20190396,15.0
21313,and,CCONJ,cc,1.0,CVE20190396,16.0
21314,4.2,NUM,conj,1.0,CVE20190396,17.0
21315,",",PUNCT,punct,1.0,CVE20190396,18.0
21316,does,AUX,aux,1.0,CVE20190396,19.0
21317,not,PART,neg,1.0,CVE20190396,20.0
21318,sufficiently,ADV,advmod,1.0,CVE20190396,21.0
21319,validate,VERB,conj,1.0,CVE20190396,22.0
21320,an,DET,det,1.0,CVE20190396,23.0
21321,XML,NOUN,compound,1.0,CVE20190396,24.0
21322,document,NOUN,dobj,1.0,CVE20190396,25.0
21323,accepted,VERB,acl,1.0,CVE20190396,26.0
21324,from,ADP,prep,1.0,CVE20190396,27.0
21325,an,DET,det,1.0,CVE20190396,28.0
21326,untrusted,ADJ,amod,1.0,CVE20190396,29.0
21327,source,NOUN,pobj,1.0,CVE20190396,30.0
21328,"
",SPACE,,1.0,CVE20190396,31.0
21329,An,DET,det,1.0,CVE20190396,0.0
21330,attacker,NOUN,nsubj,1.0,CVE20190396,1.0
21331,can,VERB,aux,1.0,CVE20190396,2.0
21332,craft,VERB,ROOT,1.0,CVE20190396,3.0
21333,a,DET,det,1.0,CVE20190396,4.0
21334,message,NOUN,dobj,1.0,CVE20190396,5.0
21335,that,DET,nsubj,1.0,CVE20190396,6.0
21336,contains,VERB,relcl,1.0,CVE20190396,7.0
21337,malicious,ADJ,amod,1.0,CVE20190396,8.0
21338,elements,NOUN,dobj,1.0,CVE20190396,9.0
21339,that,DET,nsubjpass,1.0,CVE20190396,10.0
21340,will,VERB,aux,1.0,CVE20190396,11.0
21341,not,PART,neg,1.0,CVE20190396,12.0
21342,be,AUX,auxpass,1.0,CVE20190396,13.0
21343,correctly,ADV,advmod,1.0,CVE20190396,14.0
21344,filtered,VERB,relcl,1.0,CVE20190396,15.0
21345,by,ADP,agent,1.0,CVE20190396,16.0
21346,Web,PROPN,compound,1.0,CVE20190396,17.0
21347,Intelligence,PROPN,compound,1.0,CVE20190396,18.0
21348,HTML,PROPN,compound,1.0,CVE20190396,19.0
21349,interface,NOUN,pobj,1.0,CVE20190396,20.0
21350,in,ADP,prep,1.0,CVE20190396,21.0
21351,some,DET,det,1.0,CVE20190396,22.0
21352,specific,ADJ,amod,1.0,CVE20190396,23.0
21353,workflows,NOUN,pobj,1.0,CVE20190396,24.0
21354,.,PUNCT,punct,1.0,CVE20190396,25.0
21355,"
",SPACE,,1.0,CVE20190396,26.0
21356,Due,ADP,prep,1.0,CVE20190398,0.0
21357,to,ADP,pcomp,1.0,CVE20190398,1.0
21358,insufficient,ADJ,amod,1.0,CVE20190398,2.0
21359,CSRF,PROPN,compound,1.0,CVE20190398,3.0
21360,protection,NOUN,pobj,1.0,CVE20190398,4.0
21361,",",PUNCT,punct,1.0,CVE20190398,5.0
21362,SAP,PROPN,compound,1.0,CVE20190398,6.0
21363,BusinessObjects,PROPN,compound,1.0,CVE20190398,7.0
21364,Business,PROPN,compound,1.0,CVE20190398,8.0
21365,Intelligence,PROPN,compound,1.0,CVE20190398,9.0
21366,Platform,PROPN,nsubj,1.0,CVE20190398,10.0
21367,(,PUNCT,punct,1.0,CVE20190398,11.0
21368,Monitoring,PROPN,compound,1.0,CVE20190398,12.0
21369,Application,PROPN,appos,1.0,CVE20190398,13.0
21370,),PUNCT,punct,1.0,CVE20190398,14.0
21371,",",PUNCT,punct,1.0,CVE20190398,15.0
21372,before,ADP,prep,1.0,CVE20190398,16.0
21373,versions,NOUN,pobj,1.0,CVE20190398,17.0
21374,4.1,NUM,nummod,1.0,CVE20190398,18.0
21375,",",PUNCT,punct,1.0,CVE20190398,19.0
21376,4.2,NUM,nummod,1.0,CVE20190398,20.0
21377,and,CCONJ,cc,1.0,CVE20190398,21.0
21378,4.3,NUM,conj,1.0,CVE20190398,22.0
21379,",",PUNCT,punct,1.0,CVE20190398,23.0
21380,may,VERB,aux,1.0,CVE20190398,24.0
21381,lead,VERB,ROOT,1.0,CVE20190398,25.0
21382,to,ADP,prep,1.0,CVE20190398,26.0
21383,an,DET,det,1.0,CVE20190398,27.0
21384,authenticated,VERB,amod,1.0,CVE20190398,28.0
21385,user,NOUN,pobj,1.0,CVE20190398,29.0
21386,to,PART,aux,1.0,CVE20190398,30.0
21387,send,VERB,relcl,1.0,CVE20190398,31.0
21388,unintended,ADJ,amod,1.0,CVE20190398,32.0
21389,request,NOUN,dobj,1.0,CVE20190398,33.0
21390,to,ADP,dative,1.0,CVE20190398,34.0
21391,the,DET,det,1.0,CVE20190398,35.0
21392,web,NOUN,compound,1.0,CVE20190398,36.0
21393,server,NOUN,pobj,1.0,CVE20190398,37.0
21394,",",PUNCT,punct,1.0,CVE20190398,38.0
21395,leading,VERB,advcl,1.0,CVE20190398,39.0
21396,to,ADP,prep,1.0,CVE20190398,40.0
21397,Cross,PROPN,compound,1.0,CVE20190398,41.0
21398,Site,PROPN,compound,1.0,CVE20190398,42.0
21399,Request,NOUN,compound,1.0,CVE20190398,43.0
21400,Forgery,PROPN,pobj,1.0,CVE20190398,44.0
21401,.,PUNCT,punct,1.0,CVE20190398,45.0
21402,"
",SPACE,,1.0,CVE20190398,46.0
21403,SAP,PROPN,compound,1.0,CVE20190399,0.0
21404,Portfolio,PROPN,nsubj,1.0,CVE20190399,1.0
21405,and,CCONJ,cc,1.0,CVE20190399,2.0
21406,Project,PROPN,compound,1.0,CVE20190399,3.0
21407,Management,PROPN,conj,1.0,CVE20190399,4.0
21408,",",PUNCT,punct,1.0,CVE20190399,5.0
21409,before,ADP,prep,1.0,CVE20190399,6.0
21410,versions,NOUN,pobj,1.0,CVE20190399,7.0
21411,S4CORE,PROPN,meta,1.0,CVE20190399,8.0
21412,102,NUM,nummod,1.0,CVE20190399,9.0
21413,",",PUNCT,punct,1.0,CVE20190399,10.0
21414,103,NUM,appos,1.0,CVE20190399,11.0
21415,",",PUNCT,punct,1.0,CVE20190399,12.0
21416,EPPM,PROPN,conj,1.0,CVE20190399,13.0
21417,100,NUM,nummod,1.0,CVE20190399,14.0
21418,and,CCONJ,cc,1.0,CVE20190399,15.0
21419,CPRXRPM,PROPN,conj,1.0,CVE20190399,16.0
21420,500_702,NUM,nummod,1.0,CVE20190399,17.0
21421,",",PUNCT,punct,1.0,CVE20190399,18.0
21422,600_740,NUM,appos,1.0,CVE20190399,19.0
21423,",",PUNCT,punct,1.0,CVE20190399,20.0
21424,610_740,NUM,nummod,1.0,CVE20190399,21.0
21425,;,PUNCT,punct,1.0,CVE20190399,22.0
21426,unintentionally,ADV,advmod,1.0,CVE20190399,23.0
21427,allows,VERB,ROOT,1.0,CVE20190399,24.0
21428,a,DET,det,1.0,CVE20190399,25.0
21429,user,NOUN,nsubj,1.0,CVE20190399,26.0
21430,to,PART,aux,1.0,CVE20190399,27.0
21431,discover,VERB,ccomp,1.0,CVE20190399,28.0
21432,accounting,VERB,compound,1.0,CVE20190399,29.0
21433,information,NOUN,dobj,1.0,CVE20190399,30.0
21434,of,ADP,prep,1.0,CVE20190399,31.0
21435,the,DET,det,1.0,CVE20190399,32.0
21436,Projects,NOUN,pobj,1.0,CVE20190399,33.0
21437,in,ADP,prep,1.0,CVE20190399,34.0
21438,Project,PROPN,compound,1.0,CVE20190399,35.0
21439,dashboard,NOUN,pobj,1.0,CVE20190399,36.0
21440,",",PUNCT,punct,1.0,CVE20190399,37.0
21441,leading,VERB,advcl,1.0,CVE20190399,38.0
21442,to,ADP,prep,1.0,CVE20190399,39.0
21443,Information,PROPN,compound,1.0,CVE20190399,40.0
21444,Disclosure,PROPN,pobj,1.0,CVE20190399,41.0
21445,.,PUNCT,punct,1.0,CVE20190399,42.0
21446,"
",SPACE,,1.0,CVE20190399,43.0
21447,SAP,PROPN,compound,1.0,CVE20190402,0.0
21448,Adaptive,PROPN,compound,1.0,CVE20190402,1.0
21449,Server,PROPN,compound,1.0,CVE20190402,2.0
21450,Enterprise,PROPN,nsubj,1.0,CVE20190402,3.0
21451,",",PUNCT,punct,1.0,CVE20190402,4.0
21452,before,ADP,prep,1.0,CVE20190402,5.0
21453,versions,NOUN,pobj,1.0,CVE20190402,6.0
21454,15.7,NUM,nummod,1.0,CVE20190402,7.0
21455,and,CCONJ,cc,1.0,CVE20190402,8.0
21456,16.0,NUM,conj,1.0,CVE20190402,9.0
21457,",",PUNCT,punct,1.0,CVE20190402,10.0
21458,under,ADP,prep,1.0,CVE20190402,11.0
21459,certain,ADJ,amod,1.0,CVE20190402,12.0
21460,conditions,NOUN,pobj,1.0,CVE20190402,13.0
21461,exposes,VERB,ROOT,1.0,CVE20190402,14.0
21462,some,DET,det,1.0,CVE20190402,15.0
21463,sensitive,ADJ,amod,1.0,CVE20190402,16.0
21464,information,NOUN,dobj,1.0,CVE20190402,17.0
21465,to,ADP,prep,1.0,CVE20190402,18.0
21466,the,DET,det,1.0,CVE20190402,19.0
21467,admin,NOUN,pobj,1.0,CVE20190402,20.0
21468,",",PUNCT,punct,1.0,CVE20190402,21.0
21469,leading,VERB,advcl,1.0,CVE20190402,22.0
21470,to,ADP,prep,1.0,CVE20190402,23.0
21471,Information,PROPN,compound,1.0,CVE20190402,24.0
21472,Disclosure,PROPN,pobj,1.0,CVE20190402,25.0
21473,.,PUNCT,punct,1.0,CVE20190402,26.0
21474,"
",SPACE,,1.0,CVE20190402,27.0
21475,SAP,PROPN,compound,1.0,CVE20190403,0.0
21476,Enable,VERB,nsubj,1.0,CVE20190403,1.0
21477,Now,ADV,advmod,1.0,CVE20190403,2.0
21478,",",PUNCT,punct,1.0,CVE20190403,3.0
21479,before,ADP,prep,1.0,CVE20190403,4.0
21480,version,NOUN,pobj,1.0,CVE20190403,5.0
21481,1911,NUM,nummod,1.0,CVE20190403,6.0
21482,",",PUNCT,punct,1.0,CVE20190403,7.0
21483,allows,VERB,ROOT,1.0,CVE20190403,8.0
21484,an,DET,det,1.0,CVE20190403,9.0
21485,attacker,NOUN,nsubj,1.0,CVE20190403,10.0
21486,to,ADP,aux,1.0,CVE20190403,11.0
21487,input,NOUN,ccomp,1.0,CVE20190403,12.0
21488,commands,NOUN,dobj,1.0,CVE20190403,13.0
21489,into,ADP,prep,1.0,CVE20190403,14.0
21490,the,DET,det,1.0,CVE20190403,15.0
21491,CSV,NOUN,compound,1.0,CVE20190403,16.0
21492,files,NOUN,pobj,1.0,CVE20190403,17.0
21493,",",PUNCT,punct,1.0,CVE20190403,18.0
21494,which,DET,nsubjpass,1.0,CVE20190403,19.0
21495,will,VERB,aux,1.0,CVE20190403,20.0
21496,be,AUX,auxpass,1.0,CVE20190403,21.0
21497,executed,VERB,relcl,1.0,CVE20190403,22.0
21498,when,ADV,advmod,1.0,CVE20190403,23.0
21499,opened,VERB,advcl,1.0,CVE20190403,24.0
21500,",",PUNCT,punct,1.0,CVE20190403,25.0
21501,leading,VERB,acl,1.0,CVE20190403,26.0
21502,to,ADP,prep,1.0,CVE20190403,27.0
21503,CSV,PROPN,compound,1.0,CVE20190403,28.0
21504,Command,PROPN,compound,1.0,CVE20190403,29.0
21505,Injection,PROPN,pobj,1.0,CVE20190403,30.0
21506,.,PUNCT,punct,1.0,CVE20190403,31.0
21507,"
",SPACE,,1.0,CVE20190403,32.0
21508,SAP,PROPN,compound,1.0,CVE20190404,0.0
21509,Enable,VERB,ROOT,1.0,CVE20190404,1.0
21510,Now,ADV,advmod,1.0,CVE20190404,2.0
21511,",",PUNCT,punct,1.0,CVE20190404,3.0
21512,before,ADP,prep,1.0,CVE20190404,4.0
21513,version,NOUN,pobj,1.0,CVE20190404,5.0
21514,1911,NUM,nummod,1.0,CVE20190404,6.0
21515,",",PUNCT,punct,1.0,CVE20190404,7.0
21516,leaks,VERB,amod,1.0,CVE20190404,8.0
21517,information,NOUN,dobj,1.0,CVE20190404,9.0
21518,about,ADP,prep,1.0,CVE20190404,10.0
21519,network,NOUN,compound,1.0,CVE20190404,11.0
21520,configuration,NOUN,pobj,1.0,CVE20190404,12.0
21521,in,ADP,prep,1.0,CVE20190404,13.0
21522,the,DET,det,1.0,CVE20190404,14.0
21523,server,NOUN,compound,1.0,CVE20190404,15.0
21524,error,NOUN,compound,1.0,CVE20190404,16.0
21525,messages,NOUN,pobj,1.0,CVE20190404,17.0
21526,",",PUNCT,punct,1.0,CVE20190404,18.0
21527,leading,VERB,advcl,1.0,CVE20190404,19.0
21528,to,ADP,prep,1.0,CVE20190404,20.0
21529,Information,PROPN,compound,1.0,CVE20190404,21.0
21530,Disclosure,PROPN,pobj,1.0,CVE20190404,22.0
21531,.,PUNCT,punct,1.0,CVE20190404,23.0
21532,"
",SPACE,,1.0,CVE20190404,24.0
21533,SAP,PROPN,compound,1.0,CVE20190405,0.0
21534,Enable,VERB,ROOT,1.0,CVE20190405,1.0
21535,Now,ADV,advmod,1.0,CVE20190405,2.0
21536,",",PUNCT,punct,1.0,CVE20190405,3.0
21537,before,ADP,prep,1.0,CVE20190405,4.0
21538,version,NOUN,pobj,1.0,CVE20190405,5.0
21539,1911,NUM,nummod,1.0,CVE20190405,6.0
21540,",",PUNCT,punct,1.0,CVE20190405,7.0
21541,leaks,VERB,amod,1.0,CVE20190405,8.0
21542,information,NOUN,dobj,1.0,CVE20190405,9.0
21543,about,ADP,prep,1.0,CVE20190405,10.0
21544,the,DET,det,1.0,CVE20190405,11.0
21545,existence,NOUN,pobj,1.0,CVE20190405,12.0
21546,of,ADP,prep,1.0,CVE20190405,13.0
21547,a,DET,det,1.0,CVE20190405,14.0
21548,particular,ADJ,amod,1.0,CVE20190405,15.0
21549,user,NOUN,pobj,1.0,CVE20190405,16.0
21550,which,DET,nsubjpass,1.0,CVE20190405,17.0
21551,can,VERB,aux,1.0,CVE20190405,18.0
21552,be,AUX,auxpass,1.0,CVE20190405,19.0
21553,used,VERB,relcl,1.0,CVE20190405,20.0
21554,to,PART,aux,1.0,CVE20190405,21.0
21555,construct,VERB,xcomp,1.0,CVE20190405,22.0
21556,a,DET,det,1.0,CVE20190405,23.0
21557,list,NOUN,dobj,1.0,CVE20190405,24.0
21558,of,ADP,prep,1.0,CVE20190405,25.0
21559,users,NOUN,pobj,1.0,CVE20190405,26.0
21560,",",PUNCT,punct,1.0,CVE20190405,27.0
21561,leading,VERB,acl,1.0,CVE20190405,28.0
21562,to,ADP,prep,1.0,CVE20190405,29.0
21563,a,DET,det,1.0,CVE20190405,30.0
21564,user,NOUN,compound,1.0,CVE20190405,31.0
21565,enumeration,NOUN,compound,1.0,CVE20190405,32.0
21566,vulnerability,NOUN,pobj,1.0,CVE20190405,33.0
21567,and,CCONJ,cc,1.0,CVE20190405,34.0
21568,Information,PROPN,compound,1.0,CVE20190405,35.0
21569,Disclosure,PROPN,conj,1.0,CVE20190405,36.0
21570,.,PUNCT,punct,1.0,CVE20190405,37.0
21571,"
",SPACE,,1.0,CVE20190405,38.0
21572,An,DET,det,1.0,CVE20190536,0.0
21573,information,NOUN,compound,1.0,CVE20190536,1.0
21574,disclosure,NOUN,compound,1.0,CVE20190536,2.0
21575,vulnerability,NOUN,nsubj,1.0,CVE20190536,3.0
21576,exists,VERB,ROOT,1.0,CVE20190536,4.0
21577,when,ADV,advmod,1.0,CVE20190536,5.0
21578,the,DET,det,1.0,CVE20190536,6.0
21579,Windows,PROPN,compound,1.0,CVE20190536,7.0
21580,kernel,NOUN,nsubj,1.0,CVE20190536,8.0
21581,improperly,ADV,advmod,1.0,CVE20190536,9.0
21582,handles,VERB,advcl,1.0,CVE20190536,10.0
21583,objects,NOUN,dobj,1.0,CVE20190536,11.0
21584,in,ADP,prep,1.0,CVE20190536,12.0
21585,memory,NOUN,pobj,1.0,CVE20190536,13.0
21586,",",PUNCT,punct,1.0,CVE20190536,14.0
21587,aka,ADV,advcl,1.0,CVE20190536,15.0
21588,"""",PUNCT,punct,1.0,CVE20190536,16.0
21589,Windows,PROPN,compound,1.0,CVE20190536,17.0
21590,Kernel,NOUN,compound,1.0,CVE20190536,18.0
21591,Information,NOUN,compound,1.0,CVE20190536,19.0
21592,Disclosure,PROPN,compound,1.0,CVE20190536,20.0
21593,Vulnerability,NOUN,pobj,1.0,CVE20190536,21.0
21594,.,PUNCT,punct,1.0,CVE20190536,22.0
21595,"""",PUNCT,punct,1.0,CVE20190536,23.0
21596,This,DET,nsubj,1.0,CVE20190536,24.0
21597,affects,VERB,ROOT,1.0,CVE20190536,25.0
21598,Windows,PROPN,dobj,1.0,CVE20190536,26.0
